"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"18641","Odisha","Construction of culverts and bridges","WS/MP453/2025-2026/234692","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","08-Jan-2026","GIRIJA SANKAR PATI AE","Payment Success","300000"
"18642","Odisha","Construction of community centers and community halls","WS/MP453/2025-2026/234700","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","09-Jan-2026","RANJIT KUMAR KHOSLA JE","Payment Success","417864"
"18643","Odisha","Construction of community centers and community halls","WS/MP453/2025-2026/234700","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","11-Mar-2026","RANJIT KUMAR KHOSLA JE","Payment Success","82136"
"18644","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2025-2026/234702","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","13-Jan-2026","RANJIT KUMAR KHOSLA JE","Payment Success","250000"
"18645","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2025-2026/234703","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","13-Jan-2026","RANJIT KUMAR KHOSLA JE","Payment Success","250000"
"18646","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2025-2026/234704","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","13-Jan-2026","RANJIT KUMAR KHOSLA JE","Payment Success","250000"
"18647","Odisha","Construction of culverts and bridges","WS/MP453/2025-2026/234706","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","07-Feb-2026","RANJIT KUMAR KHOSLA JE","Payment Success","250000"
"18648","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2025-2026/234705","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","07-Feb-2026","RANJIT KUMAR KHOSLA JE","Payment Success","250000"
"18649","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2025-2026/234701","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","07-Feb-2026","RANJIT KUMAR KHOSLA JE","Payment Success","250000"
"18650","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2025-2026/234695","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","26-Mar-2026","JE LAXMIPUR RAJANI KANTA PANIGRAHI","Payment Success","250000"
"18651","Odisha","Construction of culverts and bridges","WS/MP453/2025-2026/234712","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","26-Mar-2026","JE LAXMIPUR RAJANI KANTA PANIGRAHI","Payment Success","250000"
"18652","Odisha","Construction of culverts and bridges","WS/MP453/2025-2026/234715","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","07-Feb-2026","JE LAXMIPUR RAJANI KANTA PANIGRAHI","Payment Success","500000"
"18653","Odisha","Construction of public irrigation facilities","WS/MP453/2025-2026/234710","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","10-Mar-2026","JE LAXMIPUR RAJANI KANTA PANIGRAHI","Payment Success","250000"
"18654","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2025-2026/234697","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","23-Jan-2026","JE LAXMIPUR RAJANI KANTA PANIGRAHI","Payment Success","250000"
"18655","Odisha","Construction of public irrigation facilities","WS/MP453/2025-2026/234694","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","30-Apr-2026","JE LAXMIPUR RAJANI KANTA PANIGRAHI","Payment Success","250000"
"18656","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/233749","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","22-Apr-2026","DORBAR SHNONG LAITMAWSIANG","Payment Success","160000"
"18657","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/233749","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","20-Jan-2026","DORBAR SHNONG LAITMAWSIANG","Payment Success","200000"
"18658","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP18320/2025-2026/217992","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR","BANASKANTHA","18-Jun-2026","JADA GRAM PANCHAYAT JADA","Payment Success","300000"
"18659","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18257/2025-2026/200339","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY","TAMLUK","12-Dec-2025","Sk Mustak Ali","Payment Success","499480"
"18660","Jammu And Kashmir","Purchase of hospital equipment","WS/MP18260/2025-2026/224078","GANDERBAL(Deputy Commissioner Ganderbal_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","25-Mar-2026","Hilal E Ahmar Enterprises","Payment Success","141000"
"18661","Jammu And Kashmir","Purchase of hospital equipment","WS/MP18260/2025-2026/224078","GANDERBAL(Deputy Commissioner Ganderbal_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","25-Mar-2026","Baraq Enterprise","Payment Success","67800"
"18662","Jammu And Kashmir","Purchase of hospital equipment","WS/MP18260/2025-2026/224078","GANDERBAL(Deputy Commissioner Ganderbal_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","25-Mar-2026","Health Solutions","Payment Success","46950"
"18663","Meghalaya","Construction of footpaths and pedestrian ways","WS/MP18309/2025-2026/245358","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","06-Jan-2026","HETILSON MARAK","Payment Success","100000"
"18664","Meghalaya","Construction of footpaths and pedestrian ways","WS/MP18309/2025-2026/245358","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","19-Dec-2025","HETILSON MARAK","Payment Success","300000"
"18665","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP013/2025-2026/233547","Gyalshing(DISTRICT COLLECTOR GYALSHING_IDA)","Indra Hang Subba","SIKKIM","12-Dec-2025","JAGANATH PRADHAN","Payment Success","274620"
"18666","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP013/2025-2026/233548","Gyalshing(DISTRICT COLLECTOR GYALSHING_IDA)","Indra Hang Subba","SIKKIM","12-Dec-2025","JAGANATH PRADHAN","Payment Success","314620"
"18667","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP013/2026-2027/225126","Gyalshing(DISTRICT COLLECTOR GYALSHING_IDA)","Indra Hang Subba","SIKKIM","04-Apr-2026","JAGANATH PRADHAN","Payment Success","218979"
"18668","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP013/2025-2026/233548","Gyalshing(DISTRICT COLLECTOR GYALSHING_IDA)","Indra Hang Subba","SIKKIM","12-Dec-2025","MS J B PRADHAN","Payment Success","120349"
"18669","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP013/2025-2026/233547","Gyalshing(DISTRICT COLLECTOR GYALSHING_IDA)","Indra Hang Subba","SIKKIM","12-Dec-2025","MS J B PRADHAN","Payment Success","208369"
"18670","Sikkim","Construction of public irrigation facilities","WS/MP013/2025-2026/210281","Gyalshing(DISTRICT COLLECTOR GYALSHING_IDA)","Indra Hang Subba","SIKKIM","13-Dec-2025","AGAM SINGH SUBBA","Payment Success","597506"
"18671","Himachal Pradesh","Construction of stadiums","WS/MP432/2025-2026/239380","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Anurag Singh Thakur","HAMIRPUR_HP","16-Dec-2025","GP Patnaun MPLads","Payment Success","100000"
"18672","Himachal Pradesh","Construction of stadiums","WS/MP432/2025-2026/239380","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Anurag Singh Thakur","HAMIRPUR_HP","30-Jun-2026","GP Patnaun MPLads","Payment Success","100000"
"18673","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/165671","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","17-Dec-2025","MPLAD ANANDAPUR","Payment Success","5764"
"18674","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/165904","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","31-Jan-2026","MPLAD ANANDAPUR","Payment Success","7176"
"18675","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/165904","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","31-Jan-2026","TAHASILDAR ANANDAPUR","Payment Success","21935"
"18676","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/165671","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","17-Dec-2025","TAHASILDAR ANANDAPUR","Payment Success","15893"
"18677","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/165671","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","17-Dec-2025","PRASANTA PINGUA","Payment Success","225003"
"18678","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/165904","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","31-Jan-2026","PRASANTA PINGUA","Payment Success","266689"
"18679","West Bengal","Construction of rooms and halls in school and colleges","WS/MP484/2025-2026/189487","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Mala Roy","KOLKATA DAKSHIN","12-Dec-2025","A G CONSTRUCTION","Payment Success","299671"
"18680","Jammu And Kashmir","Construction of water tanks","WS/MP331/2025-2026/175488","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","07-Apr-2026","BABLI DEVI","Payment Success","167000"
"18681","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/189803","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","11-Feb-2026","BABLI DEVI","Payment Success","225000"
"18682","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/178506","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","29-Jan-2026","BABLI DEVI","Payment Success","205500"
"18683","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/194381","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","28-Jan-2026","BABLI DEVI","Payment Success","75000"
"18684","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/189802","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","28-Jan-2026","BABLI DEVI","Payment Success","208000"
"18685","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/194382","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","10-Jul-2026","BABLI DEVI","Payment Success","173900"
"18686","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/194379","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","10-Jul-2026","BABLI DEVI","Payment Success","211000"
"18687","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/189804","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","07-May-2026","BABLI DEVI","Payment Success","346000"
"18688","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP331/2025-2026/194390","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Jugal Kishore Sharma","JAMMU","30-Jun-2026","BABLI DEVI","Payment Success","112000"
"18689","Tamil Nadu","Construction of buildings for crèches and anganwadies","WS/MP18181/2025-2026/185235","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","ESWARASAMY K","POLLACHI","18-Dec-2025","IYAPPAN K","Payment Success","1400000"
"18690","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/239113","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18691","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/239112","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18692","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/240484","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18693","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/240488","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18694","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/240479","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18695","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/240474","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18696","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/239216","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18697","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/239212","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18698","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/239201","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18699","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/240471","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18700","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/239217","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18701","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245124","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18702","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245125","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18703","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245748","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18704","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245759","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18705","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245123","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18706","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245762","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18707","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245760","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18708","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245764","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18709","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245766","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18710","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245120","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18711","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245122","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18712","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245121","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18713","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245126","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18714","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245127","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18715","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245686","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18716","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245700","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18717","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245710","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18718","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245716","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18719","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245744","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18720","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245119","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
"18721","Uttar Pradesh","Street lights","WS/MP18213/2025-2026/245117","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","DEVESH SHAKYA","ETAH","20-Dec-2025","NARAYAN MARBLES","Payment Success","179466"
